REPYR,REPORT_NUM,FAC NAME,CHEM NAME,TRIFACID,FAC STREET1,FAC CITY,FAC ZIP,FAC COUNTY,CAS_NO,TECH NAME,TECH PHONE,TECH E-ADDRESS,CONT NAME,CONT PHONE,CONT_E-ADDRESS,NAICS,NAICS1,NAICS2,NAICS3,NAICS4,NAICS5,NAICS6,FORM A,FORM R,REVISION,REVISIONCODE1,REVISIONCODE2,WITHDRAWAL,WITHDRAWALCODE1,WITHDRAWALCODE2,MAX ONSITE,FUGITIVE,STACK,WATER1,RIVER1,WATER2,RIVER2,RCRA REL,LANDFILL,LANDFARM,LANDIMP,LANDIMP OTHR,LANDOTHR,METAL,METAL TO POTW,POTW,POTW2,OFF TRE,OFF STE REL1,OFF STE TRE1,OFF STATE1,OFF STE REL2,OFF STE TRE2,OFF STATE2,OFF STE REL3,OFF STE TRE3,OFF STATE3,OFF STE REL4,OFF STE TRE4,OFF STATE4,OFF STE REL5,OFF STE TRE5,OFF STATE5,OFF STE REL6,OFF STE TRE6,OFF STATE6,OFF STE REL7,OFF STE TRE7,OFF STATE7,OFF STE REL8,OFF STE TRE8,OFF STATE8,OFF STE REL9,OFF STE TRE9,OFF STATE9,ON ER B,OFF ER B,ON RCY B,OFF RCY B,ON TRE B,NON POTW OFF TRE,ACCID,P INDEX,CALC REL B,CALC OFF DIS,CALC OFF ER B,CALC OFF RCY B,RELEASE B,REL 81 A,REL 81 B,REL 81 C,REL 81 D,TOTAL TO AIR,TOTAL TO LAND,TOTAL TO WATER,FAC MAILSTREET1,FAC MAILCITY,FAC MAILSTREET2,FAC MAILSTATE,FAC MAILZIP,FAC MAILCOUNTY,CERT NAME,CERT TITLE,RIVERPERCENT1,RIVERPERCENT2,FUGITIVEBASIS,STACKBASIS,BASISCODE1,BASISCODE2,RCRA RELBASIS,LANDFILLBASIS,LANDFARMBASIS,LANDIMPBASIS,LANDIMP OTHRBASIS,LANDOTHRBASIS,POTWBASIS1,POTWFAC1,POTWCITY1,POTWSTATE1,POTWBASIS2,POTWFAC2,POTWCITY2,POTWSTATE2,OFF CITY1,OFF NAME1,OFF BASIS1,OFF CITY2,OFF NAME2,OFF BASIS2,OFF CITY3,OFF NAME3,OFF BASIS3,OFF CITY4,OFF NAME4,OFF BASIS4,OFF CITY5,OFF NAME5,OFF BASIS5,OFF CITY6,OFF NAME6,OFF BASIS6,OFF CITY7,OFF NAME7,OFF BASIS7,OFF CITY8,OFF NAME8,OFF BASIS8,OFF CITY9,OFF NAME9,OFF BASIS9,Geocoded Facility Location
2016,4391,DOVER AFB,Cumene,19902DVRRF436SP,436 CES/CC 600 CHEVRON AVE,DOVER AFB,19902,Kent,000098-82-8,LEE DISALVO,3026774753,LEE.DISALVO@US.AF.MIL,JENNIFER VALLEE,3026773370,,928,928110,,,,,,0,1,0,,,0,,,8,23,1,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,1.01,24,0,0,0,0,0,24,0,0,24,0,0,,,,,,,Lee DiSalvo,"Chief, Environmental Compliance",0,0,E2,E1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4392,DOVER AFB,Ethylbenzene,19902DVRRF436SP,436 CES/CC 600 CHEVRON AVE,DOVER AFB,19902,Kent,000100-41-4,LEE DISALVO,3026774753,LEE.DISALVO@US.AF.MIL,JENNIFER VALLEE,3026773370,,928,928110,,,,,,0,1,0,,,0,,,8,23,1,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,1.01,24,0,0,0,0,0,24,0,0,24,0,0,,,,,,,Lee DiSalvo,"Chief, Environmental Compliance",0,0,E2,E1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4418,DOVER AFB,Lead,19902DVRRF436SP,436 CES/CC 600 CHEVRON AVE,DOVER AFB,19902,Kent,007439-92-1,LEE DISALVO,3026774753,LEE.DISALVO@US.AF.MIL,JENNIFER VALLEE,3026773370,,928,928110,,,,,,0,1,0,,,0,,,8,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,3878,M24,DE,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,3878,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Lee DiSalvo,"Chief, Environmental Compliance",0,0,,,,,,,,,,,,,,,,,,,HARTLY,"DOVER SCRAP METAL, INC",O,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4393,DOVER AFB,Naphthalene,19902DVRRF436SP,436 CES/CC 600 CHEVRON AVE,DOVER AFB,19902,Kent,000091-20-3,LEE DISALVO,3026774753,LEE.DISALVO@US.AF.MIL,JENNIFER VALLEE,3026773370,,928,928110,,,,,,0,1,0,,,0,,,8,23,1,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,1.01,24,0,0,0,0,0,24,0,0,24,0,0,,,,,,,Lee DiSalvo,"Chief, Environmental Compliance",0,0,E2,E1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4394,DOVER AFB,Xylene (mixed isomers),19902DVRRF436SP,436 CES/CC 600 CHEVRON AVE,DOVER AFB,19902,Kent,001330-20-7,LEE DISALVO,3026774753,LEE.DISALVO@US.AF.MIL,JENNIFER VALLEE,3026773370,,928,928110,,,,,,0,1,0,,,0,,,8,23,1,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,1.01,24,0,0,0,0,0,24,0,0,24,0,0,,,,,,,Lee DiSalvo,"Chief, Environmental Compliance",0,0,E2,E1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,4465,DUHADAWAY TOOL & DIE SHOP INC,Chromium,1971WDHDWY81DAW,801 DAWSON DR,NEWARK,19713,New Castle,007440-47-3,MICHAEL SCURA,3023660113,MSCURA@DUHADAWAYTOOL.COM,JOHN O'DONNELL,3023660113,JODONNELL@DUHADAWAYTOOL.COM,332,332710,,,,,,0,1,0,,,0,,,4,0,0,0,,0,,0,0,0,0,0,0,1,0,0,0,0,16360,M24,PA,259,M94,DE,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,16360,0,0,0,1.43,259,259,0,0,0,0,0,0,259,0,0,0,,,,,,,John O'Donnell,Vice President and General Manager,0,0,,,,,,,,,,,,,,,,,,,PHILADELPHIA,PHILADELPHIA METAL AND RESOURC,C,WILMINGTON,DSWA CHERRY ISLAND LANDFILL (N,C,,,,,,,,,,,,,,,,,,,,,,"801 DAWSON DR
NEWARK, DE 19713
(39.652518, -75.726119)"
2016,4466,DUHADAWAY TOOL & DIE SHOP INC,Nickel,1971WDHDWY81DAW,801 DAWSON DR,NEWARK,19713,New Castle,007440-02-0,MICHAEL SCURA,3023660113,MSCURA@DUHADAWAYTOOL.COM,JOHN O'DONNELL,3023660113,JODONNELL@DUHADAWAYTOOL.COM,332,332710,,,,,,0,1,0,,,0,,,4,0,0,0,,0,,0,0,0,0,0,0,1,0,0,0,0,8898,M24,PA,250,M94,DE,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,8898,0,0,0,0.77,250,250,0,0,0,0,0,0,250,0,0,0,,,,,,,John O'Donnell,Vice President and General Manager,0,0,,,,,,,,,,,,,,,,,,,PHILADELPHIA,PHILADELPHIA METAL AND RESOURC,C,WILMINGTON,DSWA CHERRY ISLAND LANDFILL (N,C,,,,,,,,,,,,,,,,,,,,,,"801 DAWSON DR
NEWARK, DE 19713
(39.652518, -75.726119)"
2016,4480,DYK AUTOMOTIVE LLC,Methanol,1980WCRWLL1CRWE,1 CROWELL RD,WILMINGTON,19804,New Castle,000067-56-1,Jerry Ivey,3023511147,jerry.ivey@twincoromax.com,Jerry Ivey,3023511147,jerry.ivey@twincoromax.com,325,325998,,,,,,0,1,0,,,0,,,5,3132,1344,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,1.8,4476,0,0,0,0,0,4476,0,0,4476,0,0,4500 MALONE ROAD,MEMPHIS,,TN,38119,,David Robydek,Director of Maunufacturing,0,0,E2,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 CROWELL RD
WILMINGTON, DE 19804
(39.711017, -75.622473)"
2016,4568,EDGE MOOR/HAY ROAD ENERGY CENTERS,Ammonia,19809DGMRH200HA,200 HAY RD,WILMINGTON,19809,New Castle,007664-41-7,SARAH DEATER,3027617008,SARAH.DEATER@CALPINE.COM,NORMA DUNN,7138308833,NORMA.DUNN@CALPINE.COM,221,221112,,,,,,0,1,0,,,0,,,4,0,30899,7,DELAWARE RIVER,0,,0,0,0,0,0,0,0,0,102,0,61.2,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0.95,30946.8,0,0,0,0,0,30906,0,40.8,30899,0,7,200 HAY RD,WILMINGTON,,DE,19809,,Eric Graber,General Manager,16,0,O,O,O,,,,,,O,,O,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WIL",WILMINGTON,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200 HAY RD
WILMINGTON, DE 19809
(39.739854, -75.510314)"
2016,4569,EDGE MOOR/HAY ROAD ENERGY CENTERS,Dioxin and Dioxin-like Compounds,19809DGMRH200HA,200 HAY RD,WILMINGTON,19809,New Castle,N150,SARAH DEATER,3027617008,SARAH.DEATER@CALPINE.COM,NORMA DUNN,7138308833,NORMA.DUNN@CALPINE.COM,221,221112,,,,,,0,1,0,,,0,,,12,0,0.00573205,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0.95,0.00573205,0,0,0,0,0,0.00573205,0,0,0.00573205,0,0,200 HAY RD,WILMINGTON,,DE,19809,,Eric Graber,General Manager,0,0,O,E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200 HAY RD
WILMINGTON, DE 19809
(39.739854, -75.510314)"
2016,4570,EDGE MOOR/HAY ROAD ENERGY CENTERS,Mercury,19809DGMRH200HA,200 HAY RD,WILMINGTON,19809,New Castle,007439-97-6,SARAH DEATER,3027617008,SARAH.DEATER@CALPINE.COM,NORMA DUNN,7138308833,NORMA.DUNN@CALPINE.COM,221,221112,,,,,,0,1,0,,,0,,,1,0,15.9,0.009,DELAWARE RIVER,0,,0,0,0,0,0,0,1,0.06,0.06,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0.95,15.969,0,0,0,0,0,15.909,0.0414,0.0186,15.9,0,0.009,200 HAY RD,WILMINGTON,,DE,19809,,Eric Graber,General Manager,100,0,O,E2,O,,,,,,O,,O,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WIL",WILMINGTON,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200 HAY RD
WILMINGTON, DE 19809
(39.739854, -75.510314)"
2016,4571,EDGE MOOR/HAY ROAD ENERGY CENTERS,Polycyclic aromatic compounds,19809DGMRH200HA,200 HAY RD,WILMINGTON,19809,New Castle,N590,SARAH DEATER,3027617008,SARAH.DEATER@CALPINE.COM,NORMA DUNN,7138308833,NORMA.DUNN@CALPINE.COM,221,221112,,,,,,0,1,0,,,0,,,5,0,0.3,0.16,DELAWARE RIVER,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0.95,0.46,0,0,0,0,0,0.46,0,0,0.3,0,0.16,200 HAY RD,WILMINGTON,,DE,19809,,Eric Graber,General Manager,100,0,O,E2,O,,,,,,O,,O,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WIL",WILMINGTON,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200 HAY RD
WILMINGTON, DE 19809
(39.739854, -75.510314)"
2016,4441,FORMOSA PLASTICS,Ammonia,19706FRMSPSCHOO,780 SCHOOLHOUSE RD,DELAWARE CITY,19706,New Castle,007664-41-7,KIMBERLY BENNETT,3028362256,KBENNETT@FDDE.FPCUSA.COM,KIMBERLY BENNETT,3028362256,KBENNETT@FDDE.FPCUSA.COM,325,325211,,,,,,0,1,0,,,0,,,4,300,1974.2,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,1.1,2274.2,0,0,0,0,0,2274.2,0,0,2274.2,0,0,PO BOX 320,DELAWARE CITY,,DE,19706,,Roger Boone,Plant Manager,0,0,O,M2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"780 SCHOOLHOUSE RD
DELAWARE CITY, DE 19706
(39.585869, -75.644919)"
2016,4442,FORMOSA PLASTICS,Dioxin and Dioxin-like Compounds,19706FRMSPSCHOO,780 SCHOOLHOUSE RD,DELAWARE CITY,19706,New Castle,N150,KIMBERLY BENNETT,3028362256,KBENNETT@FDDE.FPCUSA.COM,KIMBERLY BENNETT,3028362256,KBENNETT@FDDE.FPCUSA.COM,325,325211,,,,,,0,1,0,,,0,,,13,0,0.00000734,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0.00021062,M65,PA,0.00001346,M93,DE,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0.00001346,0,0,0,0.89,0.00021796,0.000211,0,0,0,0,0.00000734,0.00021062,0,0.00000734,0,0,PO BOX 320,DELAWARE CITY,,DE,19706,,Roger Boone,Plant Manager,0,0,,O,,,,,,,,,,,,,,,,,YORK,MODERN LDFL,O,NEW CASTLE,RAVAGO RECYCLING,O,,,,,,,,,,,,,,,,,,,,,,"780 SCHOOLHOUSE RD
DELAWARE CITY, DE 19706
(39.585869, -75.644919)"
2016,4443,FORMOSA PLASTICS,Vinyl acetate,19706FRMSPSCHOO,780 SCHOOLHOUSE RD,DELAWARE CITY,19706,New Castle,000108-05-4,KIMBERLY BENNETT,3028362256,KBENNETT@FDDE.FPCUSA.COM,KIMBERLY BENNETT,3028362256,KBENNETT@FDDE.FPCUSA.COM,325,325211,,,,,,0,1,0,,,0,,,5,23886,37286,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0.76,38172,0,0,0,0,0,38172,0,0,61172,0,0,PO BOX 320,DELAWARE CITY,,DE,19706,,Roger Boone,Plant Manager,0,0,O,M2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"780 SCHOOLHOUSE RD
DELAWARE CITY, DE 19706
(39.585869, -75.644919)"
2016,4444,FORMOSA PLASTICS,Vinyl chloride,19706FRMSPSCHOO,780 SCHOOLHOUSE RD,DELAWARE CITY,19706,New Castle,000075-01-4,KIMBERLY BENNETT,3028362256,KBENNETT@FDDE.FPCUSA.COM,KIMBERLY BENNETT,3028362256,KBENNETT@FDDE.FPCUSA.COM,325,325211,,,,,,0,1,0,,,0,,,6,2129,38817,0.6023,DELAWARE RIVER,0,,0,0,0,0,0,0,0,0,0,0,0,215.83,M65,MI,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,202499,0,0,0.89,41162.4323,215.83,0,0,0,0,40946.6023,215.83,0,40946,0,0.6023,PO BOX 320,DELAWARE CITY,,DE,19706,,Roger Boone,Plant Manager,0,0,C,C,M2,,,,,,,,,,,,,,,,BELLEVILLE,MICHIGAN DISPOSAL,M2,,,,,,,,,,,,,,,,,,,,,,,,,"780 SCHOOLHOUSE RD
DELAWARE CITY, DE 19706
(39.585869, -75.644919)"
2016,4445,GAC SEAFORD,"1,2,4-Trimethylbenzene",19973GRDNR1100N,25938 NANTICOKE ST,SEAFORD,19973,Sussex,000095-63-6,MICHAEL THRASHER,8132482101,MTHRASHER@GARDNER-GIBSON.COM,MICHAEL THRASHER,8132482101,MTHRASHER@GARDNER-GIBSON.COM,324,324122,,,,,,1,0,0,,,0,,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PO BOX 5449,TAMPA,,FL,33675,,Michael Thrasher,Vice President of Corporate EHS,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25938 NANTICOKE ST
SEAFORD, DE 19973
(38.631528, -75.621655)"
2016,4584,GRIFFITH ENERGY - CARL KING,"1,2,4-Trimethylbenzene",19901CRLKN1400E,1400 E LEBANON RD,DOVER,19901,Kent,000095-63-6,JOHN R. HALL,3013226689,JHALL@GRIFFITHOIL.COM,CHARLIE RAINES,3013226691,CRAINES@GRIFFITHOIL.COM,454,454310,,,,,,1,0,0,,,0,,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2510 SCHUSTER DR,CHEVERLY,,MD,20781,,John Hall,CLAIMS MANAGER,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1400 E LEBANON RD
DOVER, DE 19901
(39.118305, -75.50509)"
2016,4585,GRIFFITH ENERGY - CARL KING,Naphthalene,19901CRLKN1400E,1400 E LEBANON RD,DOVER,19901,Kent,000091-20-3,RANDY WAYNE,3013223111,RWAYNE@GRIFFITHOIL.COM,CHARLIE RAINES,3013226691,CRAINES@GRIFFITHOIL.COM,454,454310,,,,,,1,0,0,,,0,,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2510 SCHUSTER DR,CHEVERLY,,MD,20781,,John Hall,CLAIMS MANAGER,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1400 E LEBANON RD
DOVER, DE 19901
(39.118305, -75.50509)"
2016,4586,GRIFFITH ENERGY - CARL KING,Xylene (mixed isomers),19901CRLKN1400E,1400 E LEBANON RD,DOVER,19901,Kent,001330-20-7,RANDY WAYNE,3013223111,RWAYNE@GRIFFITHOIL.COM,CHARLIE RAINES,3013226691,CRAINES@GRIFFITHOIL.COM,454,454310,,,,,,1,0,0,,,0,,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2510 SCHUSTER DR,CHEVERLY,,MD,20781,,John Hall,CLAIMS MANAGER,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1400 E LEBANON RD
DOVER, DE 19901
(39.118305, -75.50509)"
2016,5275,HANDYTUBE,Chromium,19934CMDLMRTE10,124 VEPCO BOULEVARD,CAMDEN,19934,Kent,007440-47-3,REBECCA REIMER,3026979521,RREIMER@HANDYTUBE.COM,REBECCA REIMER,3026979521,RREIMER@HANDYTUBE.COM,331,331210,,,,,,0,1,1,RR5,,0,,,4,0,0,0,,0,,0,0,0,0,0,0,1,0,0,0,0,35205,M93,DE,65,M65,PA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,35205,0,0,0,1,65,65,0,0,0,0,0,65,0,0,0,0,,,,,,,Rebecca Reimer,EHS,0,0,,,,,,,,,,,,,,,,,,,MILFORD,KENT SCRAP METALS,C,LEWISBERRY,CYCLE CHEM IN,C,,,,,,,,,,,,,,,,,,,,,,"124 VEPCO BOULEVARD
CAMDEN, DE 19934
(39.109354, -75.555199)"
2016,5276,HANDYTUBE,Manganese,19934CMDLMRTE10,124 VEPCO BOULEVARD,CAMDEN,19934,Kent,007439-96-5,REBECCA REIMER,3026979521,RREIMER@HANDYTUBE.COM,REBECCA REIMER,3026979521,RREIMER@HANDYTUBE.COM,331,331210,,,,,,0,1,1,RR5,,0,,,4,0,0,0,,0,,0,0,0,0,0,0,1,0,0,0,0,3528,M93,DE,6,M65,PA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,3528,0,0,0,1.2,6,6,0,0,0,0,0,6,0,0,0,0,,,,,,,Rebecca Reimer,EHS,0,0,,,,,,,,,,,,,,,,,,,MILFORD,KENT SCRAP METALS,C,LEWISBERRY,CYCLE CHEM IN,C,,,,,,,,,,,,,,,,,,,,,,"124 VEPCO BOULEVARD
CAMDEN, DE 19934
(39.109354, -75.555199)"
2016,5273,HANDYTUBE,Nickel,19934CMDLMRTE10,124 VEPCO BOULEVARD,CAMDEN,19934,Kent,007440-02-0,REBECCA REIMER,3026979521,RREIMER@HANDYTUBE.COM,REBECCA REIMER,3026979521,RREIMER@HANDYTUBE.COM,331,331210,,,,,,0,1,1,RR5,,0,,,4,0,0,0,,0,,0,0,0,0,0,0,1,0,0,0,0,35090,M93,DE,96,M65,PA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,35090,0,0,0,1.2,96,96,0,0,0,0,0,96,0,0,0,0,,,,,,,Rebecca Reimer,EHS,0,0,,,,,,,,,,,,,,,,,,,MILFORD,KENT SCRAP METALS,C,LEWISBERRY,CYCLE CHEM IN,C,,,,,,,,,,,,,,,,,,,,,,"124 VEPCO BOULEVARD
CAMDEN, DE 19934
(39.109354, -75.555199)"
2016,5274,HANDYTUBE,Trichloroethylene,19934CMDLMRTE10,124 VEPCO BOULEVARD,CAMDEN,19934,Kent,000079-01-6,REBECCA REIMER,3026979521,RREIMER@HANDYTUBE.COM,REBECCA REIMER,3026979521,RREIMER@HANDYTUBE.COM,331,331210,,,,,,0,1,1,RR5,,0,,,4,3379,469,0,,0,,0,0,0,0,0,0,0,0,0,0,10572,5686,M95,NJ,4886,M50,OH,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,10572,0,0.8,3848,0,0,0,0,0,3848,0,0,3848,0,0,,,,,,,Rebecca Reimer,EHS,0,0,C,M1,,,,,,,,,,,,,,,,,FLANDERS,VEOLIA ES TECHNICAL SOLUTIONS,O,GRAFTON,ROSS INCINERATION SERVICES INC,O,,,,,,,,,,,,,,,,,,,,,,"124 VEPCO BOULEVARD
CAMDEN, DE 19934
(39.109354, -75.555199)"
2016,4605,HANESBRANDS,Nitrate compounds,19901PLYTXRIDGL,631 RIDGELY ST SUITE # 1,DOVER,19904,Kent,N511,KATHY MACDONALD,3026746777,KATHY.MACDONALD@HANES.COM,DAVID SWICEGOOD,3365192582,DAVID.SWICEGOOD@HANES.COM,313,313320,313310,,,,,0,1,0,,,0,,,4,0,0,0,,0,,0,0,0,0,0,0,0,0,29744,0,26769.6,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0.61,2974.4,0,0,0,0,0,0,0,2974.4,0,0,0,,,,,,,Tony Roberts,Plant Manager,0,0,,,,,,,,,,,C,KENT COUNTY LEVY COURT- WWTR TR,FREDERICA,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"631 RIDGELY ST SUITE # 1
DOVER, DE 19904
(39.16319, -75.53709)"
2016,4420,HIRSH INDUSTRIES INC,Certain Glycol Ethers,19903GNRLMPOBOX,1525 MCKEE RD,DOVER,19904,Kent,N230,KEN MURR,3026783454,KEN.MURR@HIRSHINDUSTRIES.COM,KEN MURR,3026783454,KEN.MURR@HIRSHINDUSTRIES.COM,337,337214,337124,,,,,0,1,0,,,0,,,3,0,35523.3,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0.85,35523.3,0,0,0,0,0,35523.3,0,0,35523.3,0,0,1525 MCKEE RD,DOVER,,DE,19904,,Tom Apostolico,V.P. Manufacturing,0,0,M1,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1525 MCKEE RD
DOVER, DE 19904
(39.185101, -75.563512)"
2016,4454,HMA - HERITAGE CONCRETE BEAR,Lead,1970WHMCNC125PR,1250 PORTER RD,BEAR,19701,New Castle,007439-92-1,JOHN RICE,7172367023,JRICE@OLDCASTLEMATERIALS.COM,JOHN RICE,7172367023,JRICE@OLDCASTLEMATERIALS.COM,327,327320,,,,,,0,1,0,,,0,,,1,0.0008646,0.0000714,0,,0,,0,0,0,0,5.768768,0,1,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,1.42,5.769704,0,0,0,0,0,5.769704,0,0,0.000936,5.768768,0,307 A STREET,WILMINGTON,,DE,19801,,John Rice,Evironmental Compliance Manager,0,0,E1,E1,,,,,,O,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1250 PORTER RD
BEAR, DE 19701
(39.607019, -75.691007)"
2016,4455,HMA - HERITAGE CONCRETE CHESWOLD,Lead,1993WHMCNC376HL,376 HOLLY OAK LN,CHESWOLD,19936,Kent,007439-92-1,JOHN RICE,7172367023,JRICE@OLDCASTLEMATERIALS.COM,JOHN RICE,7172367023,JRICE@OLDCASTLEMATERIALS.COM,327,327320,,,,,,0,1,0,,,0,,,1,0.0011506,0.0001036,0,,0,,0,0,0,0,0,6.27624,1,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,1.18,6.2774942,0,0,0,0,0,6.2774942,0,0,0.0012542,6.27624,0,307 A STREET,WILMINGTON,,DE,19801,,John Rice,Evironmental Compliance Manager,0,0,E1,E1,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"376 HOLLY OAK LN
CHESWOLD, DE 19936
(39.21673, -75.578747)"
2016,4453,HMA - HERITAGE CONCRETE HEALD STREET,Lead,1980WHMCNC11HEA,1100 HEALD ST,WILMINGTON,19801,New Castle,007439-92-1,JOHN RICE,7172367023,JRICE@OLDCASTLEMATERIALS.COM,JOHN RICE,7172367023,JRICE@OLDCASTLEMATERIALS.COM,327,327320,,,,,,0,1,0,,,0,,,1,0.0022466,0.0002022,0,,0,,0,0,0,0,0,16.338624,1,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,1.11,16.3410728,0,0,0,0,0,16.3410728,0,0,0.0024488,16.338624,0,307 A STREET,WILMINGTON,,DE,19801,,John Rice,Evironmental Compliance Manager,0,0,E1,E1,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1100 HEALD ST
WILMINGTON, DE 19801
(39.719917, -75.550921)"
